fk_sucursal	distribuidor_id	sucursal	direccion_sucursal	coordenadas	latitud	longitud	activo
874	578	HONDA CARDEL	C INDEPENDENCIA 15, CENTRO, 91680 JOSE CARDEL, VER	NULL	19.3682710	-96.3770139	1
875	578	HONDA LERDO	Juan de la Luz Enríquez	NULL	18.6330352	-95.5205238	1
876	578	HONDA COSAMALOAPAN	M HIDALGO, CENTRO, 95400, COSAMALOAPAN, VER	NULL	18.3634000	-95.7974000	1
877	549	VENTO XOCHIMILCO	Av. Guadalupe I. Ramírez 280, San Marcos, Xochimilco, 16050 Ciudad de México, CDMX	NULL	19.2678200	-99.1167100	1
878	778	BAJAJ PALENQUE	NULL	NULL	17.5430584	-91.9874538	1
879	705	CF MOTO CD GUZMAN	CALLE, FELIX TORRES MILANES	NULL	19.6924670	-103.4669159	1
880	705	CF MOTO COLIMA	Av. Ignacio Sandoval	NULL	19.0709000	-104.2848800	1
881	810	SUZUKI PACHUCA	Av. Francisco I. Madero	NULL	20.1143373	-98.7611142	1
882	898	SUZUKI LAGUNA	Blvd. Independencia 2100 Oriente, Col. Navarro, Torreón, Coahuila, C.P. 27010	NULL	25.5816058	-103.4056929	1
883	681	CF MOTO APIZACO	303 México 119, San miguel, 90300 Ddad. de Apizaco, Tlaxcala	NULL	19.4169914	-98.1473134	1
885	926	MULTIMARCA QUERETARO	Prolongación Bernardo Quintana	NULL	20.7488152	-100.4555746	1
886	926	SUZUKI-QUERETARO	NULL	NULL	20.5695400	-100.4088700	1
888	926	MOTO PLAZA QUERETARO	NULL	NULL	20.5618587	-100.3730144	1
889	926	KAWASAKI-QUERETARO	NULL	NULL	20.7522500	-100.4473500	1
890	926	SUZUKI-SAN JUAN DEL RIO	NULL	NULL	NULL	NULL	1
892	549	VENTO SAN MATEO ATENCO	606, Avenida Independencia, San Mateo Atenco, Estado de México, 52105, México	19.275383247998686, -99.53216947553825	19.2753832	-99.5321695	1
893	637	MOTOCARROS ISRAEL	Carretera Federal México-Cuautla	NULL	18.8812779	-98.9196799	1
894	915	SUZUKI MOTOS CHIHUAHUA	Blvd. Antonio Ortiz Mena	NULL	28.6502039	-106.0987353	1
895	915	SUZUKI MOTOS DELICIAS	Paseo Gómez Morin Sur	NULL	28.1828571	-105.4777115	1
896	554	ZMOTO CORDOBA	Avenida 7	NULL	18.8924078	-96.9365882	1
897	699	MD MOTOPLAZA COLIMA	Calle Guillermo Prieto, Jardines de las Lomas, Colima, Municipio de Colima, Colima, 28000, México	19.24512624559831, -103.711605625787	19.2451262	-103.7116056	1
900	868	BIKER SPORT AQUIAHUAC	Privada 3 de Mayo	NULL	19.2378842	-98.2778310	1
901	811	TVS TEZONTEPEC	42760, Centro, 42760 Tezontepec de Aldama, Hgo.	NULL	20.1926262	-99.2729339	1
902	816	TVS LINDAVISTA	QM Lavandería, Avenida Miguel Othón de Mendizábal, Colonia Vallejo La Patera, Ciudad de México, Gustavo A. Madero, Ciudad de México, 07710, México	19.506129682406904, -99.14991750716854	19.5061297	-99.1499175	1
903	970	CF MOTO GYG	NULL	NULL	24.9163600	-105.0373600	1
905	906	bajaj valladolid	Calle 41	NULL	20.6894475	-88.1952000	1
906	906	BAJAJ TIZIMIN	Calle 46	NULL	21.1433073	-88.1485300	1
910	664	ZMOTO HOPELCHEN	C18 SN ENTRE 21 Y 23 HOPELCHEN CAMPECHE CP24800	NULL	19.7459000	-89.8448000	1
912	782	HONDA CARDENAS	Avenida Lázaro Cárdenas	NULL	17.9959400	-93.3771900	1
913	554	ZMOTO PUERTA GRANDE	Camino a Chicola	NULL	18.8741000	-97.1104000	1
917	1075	BAJAJ SAN CRISTOBAL	Avenida Los Sociólogos, San Cristóbal, San Cristóbal de las Casas, Chiapas, 29200, México	16.7537154932889, -92.65235084593613	16.7537155	-92.6523508	1
919	902	SUZUKI MOTOS TLALPAN	Viad. Tlalpan	NULL	19.2926100	-99.1473500	1
920	549	Zapotlanejo	Av. Juárez 325, Centro, Zapotlanejo, Jalisco, C.P. 45430	NULL	20.6224826	-103.0589245	1
921	549	INDEPENDENCIA	Calzada Independencia Norte	NULL	20.6965000	-103.3340000	1
922	549	VENTO ARANDAS	Carretera Las Adjuntas-Tepatitlán, Arandas, Región Altos Sur, Jalisco, 47180, México	20.706575, -102.367678	20.7065750	-102.3676780	1
923	549	TEPATITLAN	NULL	NULL	20.8152000	-102.7587000	1
924	549	FEDERALISMO	Calzada del Federalismo Norte	NULL	19.9520724	-102.3067903	1
925	549	SAN JUAN DE LOS LAGOS	Ciclovia Marcelino García Barragán, Colonia del Periodista, Guadalajara, San Pedro Tlaquepaque, Región Centro, Jalisco, 44767, México	20.64313, -103.31812	20.6431300	-103.3181200	1
926	549	VENTO TLAJOMULCO	Calle Higuera	NULL	20.4613000	-103.4436000	1
927	549	EL SALTO	Heliodoro Hernández Loza	NULL	20.5259700	-103.1766160	1
928	549	LAS AGUILAS	Calz. de las Águilas	NULL	20.6338000	-103.4160000	1
929	698	BAJAJ VILLA DE ALVAREZ	Calle Joyitas, Villa de Álvarez, Colima, 28989, México	19.27334054298718, -103.74321593416279	19.2733405	-103.7432159	1
930	716	HONDA COMOTO SAN JOSE	Caracol, Tepic, Nayarit, 63060, México	21.520622363020014, -104.91858929275294	21.5206224	-104.9185893	1
931	650	YAMAHA SATELITE	1920 S/N, Perif. Blvd. Manuel Ávila Camacho 1920-Local 1, Satellite City, Cd. Satélite, 53100 Naucalpan de Juárez, Méx.	NULL	19.5020400	-99.2372400	1
932	650	KTM SATELITE	Perif. Blvd. Manuel Ávila Camacho 1920, Cd. Satélite, 53100 Naucalpan de Juárez, Méx.	NULL	19.5069000	-99.2414000	1
933	698	BAJAJ VILLA DE ALVARES	NULL	NULL	19.2763975	-103.7790964	1
934	922	ITALIKA RAMOS ARIZPE	Calle Melchor Ocampo	NULL	25.5427061	-100.9491334	1
935	550	DINAMO CD VICTORIA	NULL	NULL	23.7381177	-99.1506202	1
936	569	BAJAJ HERMOSILLO	C. Francisco Monteverde 38, entre Av. Veracruz y Av. Tamaulipas, San Benito, 83190 Hermosillo, Son	29°05'28.7"N 110°58'09.6"W	29.0913674	-110.9693053	1
937	650	CFMOTO COAPA	Canal de Miramontes	NULL	19.3122870	-99.1235100	1
938	564	MIVASU EL SALTO	BOULEVARD VICENTENARIO	NULL	20.5259700	-103.1766160	1
939	650	KTM COAPA	Canal de Miramontes	NULL	19.3160841	-99.1151031	1
940	625	HONDA PINO SUAREZ	BOULEVARD JOSE MARÍA PINO SUÁREZ	NULL	19.2811541	-99.6488111	1
941	614	RRZMTOS/TOLUCA	BLVD SOLIDARIDAD LAS TORRES	NULL	19.2825737	-99.7022024	1
943	549	VENTO SAN CRISTOBAL	AV MORELOS 48 MZ-12, SAN CRISTOBAL, 55000 ECATEPEC, EDO MEX.	NULL	19.6044467	-98.9951374	1
944	716	HONDA COMOTO LAS BARAS	Avenida Adolfo López Mateos, Colonia Agua Azul, Las Varas, Compostela, Nayarit, 63715, México	21.183328, -105.130494	21.1833280	-105.1304940	1
947	549	VENTO TEAPA	C. Carlos Ramos	NULL	17.5556036	-92.9506752	1
948	549	VENTO HUIMANGUILLO	Av. Miguel Hidalgo y Costilla	NULL	17.8358398	-93.3921633	1
950	984	CF MOTO CIUDAD VICTORIA	Carretera Victoria-Monterrey	NULL	NULL	NULL	1
951	994	CF MOTO TEPIC MYC	Oxxo, Calle Nueva Industrial, Gardenias, Tepic, Nayarit, 63184, México	21.473096110813533, -104.89053106017292	21.4730961	-104.8905311	1
952	688	HONDA TLAJOMULCO	Av. Concepción 6800, Col. Los Gavilanes, Tlajomulco de Zúñiga, Jalisco, C.P. 45645	NULL	NULL	NULL	1
954	549	VENTO SANTA CRUZ	Ermita Iztapalapa	NULL	19.3410000	-99.0407000	1
957	941	KAYO HERMOSILLO	Blvd. Solidaridad 109, Col. Villa de Seris, Hermosillo, Sonora, C.P. 83280	NULL	29.1019000	-110.9570000	1
958	549	VENTO CENTENARIO	Av. Centenario	NULL	19.5006824	-99.0944707	1
961	913	SUZUKI ZACATECAS	Blvd. López Mateos 602, Col. Sierra de Álica, Zacatecas, Zacatecas, C.P. 98050	NULL	22.7669400	-102.5613000	1
962	549	VENTO SANTIAGO TIANGUISTENGO	Don Catarino González Benítez 2033, Tianguistenco de Galeana, 52600 Santiago Tianguistenco de Galeana, Méx.	NULL	19.1778115	-99.4693249	1
963	549	VENTO TENANCINGO	Morelos 102, Centro, 52400 Tenancingo de Degollado, Méx.	NULL	18.9513800	-99.5806100	1
964	622	BAJAJ VENUSTIANO CARRANZA	Viad. Río de la Piedad	NULL	19.4053093	-99.1147611	1
965	622	BAJAJ ABASTOS	Av. Leyes de Reforma	NULL	19.3785008	-99.0759855	1
966	549	VENTO TEOLOYUCAN	5 de Mayo Manzana 018, Tepanquiahuac, 54770 Teoloyucan, Méx.	NULL	19.7372082	-99.1824097	1
967	567	MOTORKE NAVOJOA	Blvd. Cuauhtémoc Sur	NULL	27.0684444	-109.4517899	1
969	926	ITALIKA CORREGIDORA	Carretera Huimilpan-Coroneo	NULL	20.5276995	-100.4411426	1
970	926	ITALIKA CONSTITUYENTES	Isidro Reyes	NULL	20.5871000	-100.3780000	1
971	549	VENTO ERMITA	Ermita Iztapalapa 870, Sta Bárbara, Iztapalapa, 09000 Ciudad de México, CDMX	NULL	19.3596204	-99.1042353	1
973	923	CFMOTO SALTILLO	Blvd. Venustiano Carranza 4870, Col. República Oriente, Saltillo, Coahuila, C.P. 25280	NULL	NULL	NULL	1
974	736	ITALIKA TERAN	NULL	NULL	16.7534000	-93.1601000	1
975	736	ITALIKA JUCHITAN	Efraín R. Gómez 18, Centro, Heroica Ciudad de Juchitán de Zaragoza, Oaxaca, C.P. 70000	NULL	16.4337730	-95.0228710	1
976	736	ITALIKA PARAISO	NULL	NULL	NULL	NULL	1
979	736	ITALIKA ACALA	Morelos S/N, 29373 Acala, Chis.	NULL	16.5558595	-92.8100573	1
981	736	ITALIKA TONALA	NULL	NULL	NULL	NULL	1
983	549	VENTO OJO DE AGUA	BLVD OJO DE AGUA Y CALLE FRESAS, OJO DE AGUA, 55770 TECAMAC, EDO MEX.	NULL	19.6749095	-99.0300880	1
985	549	VENTO ALAMO	Avenida Independencia	NULL	20.9111707	-97.6738691	1
987	670	BAJAJ COMALAPA	NULL	NULL	15.6651124	-92.1385858	1
988	869	HONDA DEL RIO	Avenida 31 Poniente	NULL	19.0464587	-98.2324152	1
989	625	HONDA EDC REVOLUCION	Av. Revolución	NULL	19.3882320	-99.1860047	1
990	1011	MATRIZ TRECK OMETEPEC	NULL	NULL	NULL	NULL	1
991	562	BAJAJ CARDEL	Calle Emiliano Zapata	NULL	19.3708363	-96.3777656	1
993	927	ITALIKA SANTA BARBARA	Carretera Huimilpan-Coroneo	NULL	20.5276995	-100.4411426	1
994	782	HONDA MOTOS SAN CRISTOBAL	NULL	NULL	16.7275009	-92.6655731	1
995	782	HONDA MOTOS TUXTLA GTZ.	Blvd. Belisario Domínguez 1861, Col. Xamaipak, Tuxtla Gutiérrez, Chiapas, C.P. 29060	NULL	16.7620213	-93.1529257	1
996	782	HONDA MOTOS VILLAFLORES	2ª Oriente 345, Centro, Villaflores, Chiapas, C.P. 30470	NULL	16.2320351	-93.2719271	1
997	874	SUZUKI LEON EUROMOTOR	NULL	NULL	NULL	NULL	1
999	1003	HONDA COUNTRY MOTOS AGUASCALIENTES	Av. Convención de 1914 Pte.	NULL	21.8686900	-102.3096000	1
1000	840	AODES MONTERREY	Av. Constitución 2400 Oriente, Col. Centro, Monterrey, Nuevo León, C.P. 64000	NULL	25.5626753	-100.2303951	1
1002	755	HONDA DORADA	Mártires del 2 de Octubre	NULL	19.0226000	-98.1999100	1
1008	664	ZMOTO HECELCHAKAN	C18 SN ENTRE 21 Y 23 HECELCHAKAN CAMPECHE CP24800	NULL	NULL	NULL	1
1009	970	CF MOTO PATRIA	790, Avenida Patria, Jardines de Guadalupe, Zapopan, Región Centro, Jalisco, 45034, México	20.66311367036362, -103.42423287553984	20.6631137	-103.4242329	1
1010	624	TVS PERIFERICO SUR	Periferico Sur 5423, Isidro Fabela, Tlalpan, 14030 CDMX	NULL	19.3023980	-99.1978923	1
1012	549	VENTO LOMAS DE CUAUTITLAN	Dr. J. Jiménez Cantú 30-int k1, Centro Urbano, 54740 Cuautitlán Izcalli, Méx.	NULL	19.6541031	-99.2577990	1
1013	960	BAJAJ PUERTO ESCONDIDO	Tercera Nte. s/n, Sector Reforma, 71984 Puerto Escondido, Oax.	NULL	15.8809254	-97.0788872	1
1014	960	BAJAJ POCHUTLA	Unidad Deportiva, Calle La Ceiba, Fraccionamiento la Guayabita, San Pedro Pochutla, Oaxaca, 70900, México	15.735582971855557, -96.47108835952368	15.7355830	-96.4710884	1
1015	640	ITALIKA TLAHUAC	Calz. Reforma Agraria	NULL	19.2755180	-99.0022540	1
1016	640	ITALIKA COYOACAN	2027, Avenida Canal de Miramontes, Colonia Avante, San Pablo Tepetlapa, Ciudad de México, Coyoacán, Ciudad de México, 04460, México	19.33627601834758, -99.13720140532571	19.3362760	-99.1372014	1
1017	897	BAJAJ TLACOMULCO	C. Porfirio Díaz 82, Centro, 45640 Tlajomulco de Zúñiga, Jal.	NULL	20.4767200	-103.4505600	1
1018	961	BAJAJ MATIAS ROMERO	Juárez Norte	NULL	16.8826800	-95.0408200	1
1019	961	BAJAJ MARIA LOMBARDO	70215 María Lombardo de Caso, Oax.	NULL	17.4447800	-95.4268900	1
1020	782	HONDA JUCHITAN	Efraín R. Gómez 60, Centro, Heroica Ciudad de Juchitán de Zaragoza, Oaxaca, C.P. 70000	NULL	16.4477900	-95.0259300	1
1021	782	HONDA SALINA CRUZ	Carretera Costera del Pacífico 307, Col. Granadillo, Salina Cruz, Oaxaca, C.P. 70613	NULL	16.2117529	-95.2050942	1
1022	852	TVS TEHUACAN	C2 Nte 119, Ignacio Zaragoza, 75763 Tehuacan, Puebla	NULL	18.4632298	-97.3871258	1
1023	549	VENTO INSURGENTES SUR	Mis Amores, 3729, Avenida Insurgentes Sur, Barrio San Fernando, Ciudad de México, Tlalpan, Ciudad de México, 14070, México	19.29346513940906, -99.17970671882084	19.2934651	-99.1797067	1
1024	649	KTM AGUASCALIENTES	Av. Independencia 1800, Col. Trojes de Alonso, Aguascalientes, C.P. 20116	NULL	NULL	NULL	1
1025	973	BOSS MOTOCICLETAS ZAPOPAN	Av. López Mateos Sur 5200, Col. Las Águilas, Zapopan, Jalisco, C.P. 45080	NULL	20.6450600	-103.4223200	1
1026	688	HONDA AUTLAN	NULL	NULL	19.7720822	-104.3633987	1
1027	688	HONDA CIUDAD GUZMAN	NULL	NULL	19.7221100	-103.4600900	1
1028	688	HONDA MANZANILLO	Blvd. Miguel de la Madrid	(19.0871685, -104.2999198)	19.0871685	-104.2999198	1
1029	688	HONDA TECOMAN COLIMA	Calle 18 de Julio, Tecomán, Colima, 28160, México	18.912275077425956, -103.87269381883108	18.9122751	-103.8726938	1
1032	688	HONDA COLIMA	Shikimoto Honda, Avenida San Fernando, Barrio El Zalatón, Colima, Municipio de Colima, Colima, 28000, México	19.247100177730992, -103.71532727649286	19.2471002	-103.7153273	1
1033	737	MB MOTOS GUADALAJARA	Constituyentes	NULL	20.6628300	-103.3523280	1
1034	549	VENTO HUEHUETOCA	Blvrd Huehuetoca - Jorobas 880, 54680 Huehuetoca, Méx.	NULL	19.8301800	-99.2280334	1
1038	1012	TRECK HUAMUXTITLAN	Carretera Palomasâ€“Tlapa	NULL	NULL	NULL	1
1039	595	NOVAMOTOS SANTIAGO TIANGUISTENCO	Av. Galeana, Antonio Barbabosa 705 esquina, 52600 Santiago Tianguistenco de Galeana, Méx.	NULL	19.1362882	-99.4312419	1
1041	635	CF MOTOS POLANCO	Cto. Interior Melchor Ocampo	NULL	19.4295000	-99.1742000	1
1042	917	CF MOTOS HERMOSILLO	Blvd. Luis Encinas Johnson 485, Col. San Benito, Hermosillo, Sonora, C.P. 83190	NULL	29.0943623	-110.9636847	1
1044	546	YAMAHA OMETEPEC	Vicente Guerrero 2, Centro, 41700 Ometepec, Gro.	NULL	16.6873385	-98.4039561	1
1045	546	YAMAHA TLAPA	Av. Heroico Colegio Militar 28, Centro, Tlapa de Comonfort, Guerrero, C.P. 41300	NULL	17.5454755	-98.5767773	1
1046	546	BAJAJ TLAPA	Av. Aeropuerto 5, Col. San Francisco, Tlapa de Comonfort, Guerrero, C.P. 41304	NULL	17.5656263	-98.7373152	1
1047	676	CLIKSTORE TACUBA	Calz. México-Tacuba	NULL	19.4563656	-99.1802104	1
1048	676	CLIKSTORE IZTAPALAPA	Ermita Iztapalapa	NULL	19.3511031	-99.0755316	1
1049	676	CLIKSTORE TORREON	Av. Hidalgo	NULL	25.5079600	-103.3991180	1
1050	676	CLIKSTORE TLALNEPANTLA	AV. MORELOS	NULL	19.5386000	-99.1936000	1
1051	556	SUC-CKLASS	Avenida Manuel Ávila Camacho	NULL	21.8716281	-102.2950016	1
1052	550	DINAMO TAMPICO	Avenida Miguel Hidalgo y Costilla, Tampico, Tamaulipas, 89160, México	22.22758153399748, -97.86516824047784	22.2275815	-97.8651682	1
1053	550	DINAMO CIUDAD MANTE	Calle Gral. Álvaro Obregón 108, COL. CENTRO, 89800 Cdad. Mante, Tamps.	NULL	23.7381177	-99.1506202	1
1054	971	JASA MOTOS TLAJOMULCO	Boulevard Zaragoza Ote	NULL	20.4773786	-103.4509723	1
1056	549	VENTO RIO DE LOS REMEDIOS	Av. Río de los Remedios 40, San Juan Ixhuatepec, 54180 Tlalnepantla, Méx.	NULL	19.5186642	-99.1086157	1
1057	813	YAMAHA CAMPECHE	Av. Francisco I. Madero	NULL	19.8238400	-90.5723100	1
1058	715	YAMAHA FAST EJERCITO	Av. Ejército Nacional Mexicano	NULL	19.4343987	-99.1756995	1
1059	715	YAMAHA FAST BUENAVISTA	AV.INSURGENTES NTE	NULL	19.4444500	-99.1545700	1
1060	715	YAMAHA FAST DONATELLO	Av. Patriotismo	NULL	19.3754529	-99.1867032	1
1061	715	YAMAHA FAST AEROPUERTO	Blvd. Puerto Aéreo	NULL	19.4217220	-99.0950047	1
1062	569	BAJAJ LAGUNA	Pollo Feliz, Calzada de Abastos, Torreón, Coahuila, 27010, México	25.55962445519244, -103.42057967469836	25.5596245	-103.4205797	1
1063	946	SUZUKI MOTOS SAN LUIS	Av. Parque Chapultepec	NULL	22.1313200	-101.0117000	1
1065	915	BAJAJ CHIHUAHUA	Calle Eucalipto, Colonia Granjas, Chihuahua, Municipio de Chihuahua, Chihuahua, 31100, México	28.66855708989038, -106.09990606931676	28.6685571	-106.0999061	1
1068	880	MOTOMAX TAMAZULA	Morelos	NULL	24.9688416	-106.9662155	1
1069	880	HONDA LA CRUZ	Carretera México 15 Km 85, La Cruz de Elota, Sinaloa, C.P. 82700	NULL	NULL	NULL	1
1070	770	AGRIMOTO URUAPAN	LAZARO CARDENAS 2104 B JARDINES DEL CUPATITZIO, URUAPAN , MICHOACAN	NULL	19.4078963	-102.0476617	1
1071	1004	AMAGSA LAS BRISAS	Antiguo Camino a San Ignacio	NULL	21.8996180	-102.3149630	1
1072	972	ALICIA ISSEL GARCIA CALVARIO	Calle Felipe Ruvalcaba	NULL	NULL	NULL	1
1073	550	DINAMO SAN NICOLAS	NULL	NULL	25.7538000	-100.2966000	1
1074	609	BAJAJ ARAGON	Av. 508	NULL	19.4624640	-99.0916060	1
1076	1026	SUZUKI CORDOBA	Avenida 11, Dos Caminos, Córdoba, Veracruz, 94500, México	18.901071605372916, -96.95211894522615	18.9010716	-96.9521189	1
1078	771	ITALIKA MOROLEON	Av. Puebla 325, Centro, Moroleón, Guanajuato, C.P. 38800	NULL	20.1261000	-101.1882000	1
1079	771	ITALIKA GUANAJUATO	Calle Poleo, Morelia, Michoacán, 58114, México	19.7180077,-101.2134138	19.7180077	-101.2134138	1
1081	1008	SUZUKI MOTOS TUXTEPEC	Avenida Libertad, Tuxtepec, San Juan Bautista Tuxtepec, Oaxaca, 68300, México	18.085806671111136, -96.13136163807857	18.0858067	-96.1313616	1
1083	1038	QJ MOTOR Y BENDA	Carretera México - Toluca, Colonia Ortiz Rubio, Jajalpa, Colonia Juárez, Ocoyoacac, Estado de México, 52743, México	19.285529323025074, -99.45706863416248	19.2855293	-99.4570686	1
1085	549	VENTO LOPEZ MATEOS NORTE	Avenida Circunvalación Jorge Álvarez del Castillo	20°41'52.6"N 103°22'13.2"W	20.6978834	-103.3702746	1
1086	610	VENTO SANTA CLARA	316-A, Vía Morelos, Colonia Cerro Gordo, Santa Clara Coatitla, Ecatepec de Morelos, Atenco, Estado de México, 55547, México	19.535106, -99.065127	19.5351060	-99.0651270	1
1087	578	HONDA MARTINEZ DE LA TORRE	Avenida Maximino Ávila Camacho, Centro, Martínez de la Torre, Veracruz, 93603, México	20.060495970424594, -97.05813456214241	20.0604960	-97.0581346	1
1088	712	QJ MOTOR PATRIOTISMO	Calle 25, Colonia San Pedro de los Pinos, Mixcoac, Ciudad de México, Benito Juárez, Ciudad de México, 03800, México	19.38584841207634, -99.18316730079287	19.3858484	-99.1831673	1
1090	591	TVS METEPEC	Mondera Distriburdor De Frenos Y Clutch, Avenida Solidaridad Las Torres, San Mateo Atenco, Estado de México, 52105, México	19.2776293,-99.5662014	19.2776293	-99.5662014	1
1092	678	BAJAJ TEXCOCO	NULL	NULL	NULL	NULL	1
1093	549	VENTO ALFREDO DEL MAZO	Boulevard Alfredo del Mazo Velez, San Lorenzo Tepaltitlan, Toluca, Estado de México, 50071, México	19.3108583,-99.6341119	19.3108583	-99.6341119	1
1095	1020	MOTORSBIKES JALISCO	Privada Océano Atlántico, San Juan de los Lagos, Región Altos Norte, Jalisco, 47079, México	21.239235381898, -102.3374028056229	21.2392354	-102.3374028	1
1096	611	BAJAJ VIA MORELOS	Escuela Primaria Ignacio Manuel Altamirano, Vía Morelos, Colonia La Sánchez y Cia, Santa María Tulpetlac, Ecatepec de Morelos, Atenco, Estado de México, 55090, México	19.591692, -99.039142	19.5916920	-99.0391420	1
1097	716	HONDA RODEO TEPIC	De los Insurgentes Pte.	21.5195171,-106.137886	21.5195171	-106.1378860	1
1098	962	TRACTOSUR MULTIMARCA	Carretera Internacional 190 Km 5.5, Santa Rosa Panzacola, Oaxaca de Juárez, Oaxaca, C.P. 68039	NULL	17.0888500	-96.7523200	1
1099	615	BAJAJ TULYEHUALCO	NULL	NULL	NULL	NULL	1
1102	756	SUZUKI BOCA DEL RIO	Facultad de Educación Física, Avenida Costa Rica, Galaxia, Boca del Río, Veracruz, 94294, México	19.160775206115073, -96.11529422018212	19.1607752	-96.1152942	1
1103	756	SUZUKI XALAPA	Avenida Manuel Ávila Camacho, Veracruz, Xalapa-Enríquez, Xalapa, Veracruz, 91020, México	19.538385358552485, -96.92875578948664	19.5383854	-96.9287558	1
1104	756	SUZUKI PUEBLA	Avenida 33 Poniente, El Vergel, Puebla de Zaragoza, Municipio de Puebla, Puebla, 72440, México	19.03612608234694, -98.21406452203465	19.0361261	-98.2140645	1
1105	723	CF MOTO ARANDAS	Arandas, Región Altos Sur, Jalisco, 47180, México	20.7075656,-102.3865694	20.7075656	-102.3865694	1
1107	627	MOTOS TEJUPILCO	Col. Juntas de Zacatepec (El Pedregal Segunda Manzana), Tejupilco, Estado de México, 51400, México	18.8816680610171, -100.14151343417326	18.8816681	-100.1415134	1
1110	616	HIPERBIKES CAPITAL	Avenida Parque Lira, Tacubaya, Ciudad de México, Miguel Hidalgo, Ciudad de México, 11870, México	19.401728018283205, -99.18652001413669	19.4017280	-99.1865200	1
1111	616	HIPERBIKES AJUSCO	FLACSO, Boulevard Picacho Ajusco, Colonia Jardines en la Montaña, Ciudad de México, Tlalpan, Ciudad de México, 14210, México	19.299366755212436, -99.21673241394126	19.2993668	-99.2167324	1
1112	616	HIPERBIKES AEROPUERTO	Calle Marruecos, Romero Rubio, Ciudad de México, Venustiano Carranza, Ciudad de México, 15400, México	19.441877527838525, -99.0945095238228	19.4418775	-99.0945095	1
1113	616	HIPERBIKES LOMAS ALTAS	Calle Cumbres de Acultzingo, Lomas Altas, Lomas de Chapultepec, Ciudad de México, Miguel Hidalgo, Ciudad de México, 11950, México	19.40302331854514, -99.22634545024272	19.4030233	-99.2263455	1
1114	616	HIPERBIKES PUEBLA	NULL	NULL	19.0519846	-98.2379811	1
1116	790	CF MOTO TABACALERA	Avenida Insurgentes Centro, Tabacalera, Ciudad de México, Cuauhtémoc, Ciudad de México, 06030, México	19.435371079091926, -99.15746117702061	19.4353711	-99.1574612	1
1117	790	CF MOTO INSURGENTES SUR	Camino a Fuentes Brotantes, Calvario Camisetas, Santa Úrsula Xitla, Ciudad de México, Tlalpan, Ciudad de México, 14410, México	19.288537887380887, -99.1749158481492	19.2885379	-99.1749158	1
1120	788	SUZUKI ALTAMIRANO	Distribuidora RAGASA, Callejón Allende, Ciudad Altamirano, Pungarabato, Guerrero, 40660, México	18.357247428573757, -100.66954028267884	18.3572474	-100.6695403	1
1121	789	KAWASAKI IGUALA	Iguala, Iguala de la Independencia, Guerrero, 40080, México	18.33890774450894, -99.5265165506319	18.3389077	-99.5265166	1
1122	746	TVS ALTAMIRANO	Timangaro Viejo, Ciudad Altamirano, Pungarabato, Guerrero, 40660, México	18.354021, -100.666397	18.3540210	-100.6663970	1
1123	651	SUZUKI SATELITE	Perif. Blvd. Manuel Ávila Camacho 1920, Cd. Satélite, 53100 Naucalpan de Juárez, Méx.	NULL	19.5020305	-99.2371267	1
1124	790	CF MOTO TAXCO	Av. de los Plateros 178, Col. Centro, Taxco de Alarcón, Guerrero, C.P. 40200	NULL	18.5670000	-99.6038000	1
1126	875	ITALIKA CELAYA	Av. Tecnológico 402, Col. Ciudad Industrial, Celaya, Guanajuato, C.P. 38010	NULL	20.5321100	-100.8476700	1
1128	928	MAQSA QRO MULTIMARCA	Tarimas Cheep, Avenida de las Fuentes, Parque Industrial "El Marqués", El Carmen, El Marqués, Querétaro, 76246, México	20.570554470513468, -100.28144305685753	20.5705545	-100.2814431	1
1129	639	MOTOS LOHEZ	Carretera Santa Bárbara - Izúcar de Matamoros, Cuautla, Morelos, 72743, México	18.801521827716872, -98.92823226116327	18.8015218	-98.9282323	1
1130	791	VENTO ZIHUATANEJO	Zihuatanejo, Zihuatanejo de Azueta, Guerrero, 40880, México	17.654918263784584, -101.55333307414737	17.6549183	-101.5533331	1
1131	635	BAJAJ IRAPUATO	Boulevard Lázaro Cárdenas, 1º de Mayo, Irapuato, Guanajuato, 36644, México	20.672201,-101.375196	20.6722010	-101.3751960	1
1132	706	ROYAL ENFIELD TLALPAN	NULL	NULL	NULL	NULL	1
1133	706	ROYAL ENFIELD INSURGENTES SUR	NULL	NULL	NULL	NULL	1
1135	678	YAMAHA TERREMOTO ACAMABARO	Av. Hidalgo 1007, Zona Centro, Acámbaro, Guanajuato, C.P. 38600	NULL	20.0299215	-100.7253764	1
1138	550	DINAMO ROJO GOMEZ	Avenida Licenciado Javier Rojo Gómez, Ciudad de México, Iztacalco, Ciudad de México, 08500, México	19.401759866818942, -99.0714947728957	19.4017599	-99.0714948	1
1139	550	DINAMO APATLACO	Francisco del Paso y Troncoso, entre Eje 5 Sur y Fabulistas, Nueva Rosita, Iztapalapa, Ciudad de México, C.P. 09420.	NULL	19.3796000	-99.1094000	1
