fk_sucursal	distribuidor_id	sucursal	direccion_sucursal	coordenadas	latitud	longitud	activo
2218	549	VENTO HUEJUTLA	Contépec, Acuapa, Huejutla de Reyes, Hidalgo, México	21.139581,-98.48680	21.1395810	-98.4868000	1
2219	549	VENTO SAN LUIS DE LA PAZ	107, Boulevard Sierra Gorda, Lindavista, San Luis de la Paz, Guanajuato, 37907, México	21.296538,-100.524595	21.2965380	-100.5245950	1
2221	549	VENTO TULTITLAN ORIENTE	Boulevard Tultitlán Oriente, Tultitlán, Estado de México, 54900, México	19.644946,-99.166454	19.6449460	-99.1664540	1
2223	549	VENTO NEXTLALPAN	Avenida Chapultepec, Santa Ana Nextlapan, Nextlalpan, Estado de México, 55790, México	19.740568, -99.080781	19.7405680	-99.0807810	1
2224	657	CFLITE LA VIGA	Banco Bbva, 680, Calzada de la Viga, Colonia Zapotla, Santa Anita Zacatlalmanco Huehuetl, Ciudad de México, Iztacalco, Ciudad de México, 08230, México	19.395346281411886, -99.12309910551309	19.3953463	-99.1230991	1
2225	657	CFLITE TOLTECAS	refrigeración comercial. (refigeradres nuevos), 60 local 2, Avenida Radial Toltecas, Tlalnepantla, Tlalnepantla de Baz, Estado de México, 54000, México	19.538233958304502, -99.18918803434407	19.5382340	-99.1891880	1
2226	549	VENTO GUADALUPE-VP	Avenida Heróico Colegio Militar, Guadalupe, Zacatecas, 98600, México	22.74946766313747, -102.51416286198508	22.7494677	-102.5141629	1
2228	974	CF MOTOS XALAPA	Carretera Xalapa - Veracruz, Gravileas, Unidad Hab 26-A-1, Jacarandas, Emiliano Zapata, Veracruz, 91637, México	19.507603752463485, -96.85307455054982	19.5076038	-96.8530746	1
2237	581	MAXIKASH MOTOS SEMINUEVAS GUADALAJARA	Ciclovía Federalismo, Capilla de Jesús, Guadalajara, Región Centro, Jalisco, 44100, México	20.678745790116647, -103.35437219089468	20.6787458	-103.3543722	1
2238	660	URBAN MOTORS TAPACHULA	11a Avenida Norte, Lomas del Tacana, Tapachula, Chiapas, 30747, México	14.911657683028254, -92.25329590416283	14.9116577	-92.2532959	1
2241	549	VENTO MIXQUIAHUALA	Avenida Reforma, Mixquiahuala, Mixquiahuala de Juárez, Hidalgo, 42700, México	20.226477,-99.216035	20.2264770	-99.2160350	1
2245	763	ELEKTRA MOTOS EG	Huetamo de Núñez, Huetamo, Michoacán, México	18.615512379203498, -100.90109862508615	18.6155124	-100.9010986	1
2246	549	VENTO PICACHO AJUSCO	Calle Chemax, Colonia Lomas de Padierna, Ciudad de México, Tlalpan, Ciudad de México, 14200, México	19.29216241502901, -99.2171336618895	19.2921624	-99.2171337	1
2247	549	VENTO PORTAL CENTENARIO	Calle Las Vegas, Fraccionamiento Ex Hacienda Tarango, Las Águilas, Ciudad de México, Álvaro Obregón, Ciudad de México, 01618, México	19.362851430474624, -99.22047368818141	19.3628514	-99.2204737	1
2249	870	ELEKTRA MOTOS IRAPUATO	20, Calle Vesubio, Modelo IMSS, Irapuato, Guanajuato, 36620, México	20.695024, -101.357563	20.6950240	-101.3575630	1
2251	625	HONDA TULANCINGO	Avenida del Maestro, San José Caltengo, Huapacalco, Tulancingo de Bravo, Hidalgo, 43600, México	20.097378,-98.359227	20.0973780	-98.3592270	1
2252	562	JL RACING TEJERIA	Carretera Veracruz - Xalapa, Ciudad industrial Bruno Pagliai, Parque industrial Tamaca, Valente Díaz, Municipio de Veracruz, Veracruz, 91809, México	19.167209963714082, -96.21999990346309	19.1672100	-96.2199999	1
2253	661	CFMOTO TAPACHULA	11a Avenida Norte, Lomas del Tacana, Tapachula, Chiapas, 30747, México	14.911657683028254, -92.25329590416283	14.9116577	-92.2532959	1
2254	549	VENTO EBANO	Calle 18 de Marzo, Ébano, San Luis Potosí, 79100, México	22.213052,-98.375199	22.2130520	-98.3751990	1
2255	549	VENTO CHAMPOTON	AV LUIS DONALDO COLOCIO ENTRE C.3 Y C.5 COL. VENUSTIANO CARRANZA, CHAMPOTON CAMPECHE CP 24400	19.5777971,-90.9574127	19.5777971	-90.9574127	1
2256	549	VENTO CAMPECHE	Calle Argentina, San Francisco de Campeche, Municipio de Campeche, Campeche, 24050, México	19.8433520, -90.5256000	19.8433520	-90.5256000	1
2257	833	BAJAJ SAN NICOLAS	Calle Francisco I. Madero, Año de Juarez, San Nicolás de los Garza, Nuevo León, 66434, México	25.739749853556404, -100.26723139814942	25.7397499	-100.2672314	1
2258	549	PISTON POLANCO	83, Calle Bahía de las Palmas, Verónica Anzures, Ciudad de México, Miguel Hidalgo, Ciudad de México, 11300, México	19.433952351476297, -99.1743103	19.4339524	-99.1743103	1
2259	611	BAJAJ TLALPIZAHUAC	Avenida Cuauhtémoc, Ixtapaluca, Estado de México, 56576, México	19.329485309465213, -98.94870733293754	19.3294853	-98.9487073	1
2260	692	HONDA TEQUILA	Carretera Guadalajara - Tepic, Tequila, Región Valles, Jalisco, México	20.887075504259514, -103.8344895890259	20.8870755	-103.8344896	1
2261	549	PISTON COACALCO	Carretera Vía José López Portillo, Coacalco de Berriozábal, Estado de México, 55170, México	19.63502785479237, -99.10147219999999	19.6350279	-99.1014722	1
2262	957	VENTO CUAJIMALPA	Avenida José María Castorena, San Pedro Cuajimalpa, Memetla, Ciudad de México, Cuajimalpa de Morelos, Ciudad de México, 05000, México	19.361916112697802, -99.28832897655683	19.3619161	-99.2883290	1
2263	957	VENTO HUIXQUILUCAN	Avenida Palo Solo, Palo Solo, Montón Cuarteles, La Herradura, Huixquilucan de Degollado, Huixquilucan, Estado de México, 52783, México	19.41225729001471, -99.27094246306437	19.4122573	-99.2709425	1
2266	862	ROYAL ENFIELD LAS TORRES	Lateral Avenida Lázaro Cárdenas, Las Brisas, Monterrey, Nuevo León, 64790, México	25.6280055853742, -100.29561703068327	25.6280056	-100.2956170	1
2268	1046	TVS MAZATLAN	Calle de la Tizona, El Toreo, Zona Dorada, Mazatlán, Sinaloa, 82000, México	23.2525159,-106.4385813	23.2525159	-106.4385813	1
2269	1063	CAVIMOTO	Quintas Santa Anita, Condominio Santa Anita, San Agustín, Tlajomulco de Zúñiga, Región Centro, Jalisco, 45645, México	20.55705242486439, -103.45574171697935	20.5570524	-103.4557417	1
2270	549	VENTO TEZIUTLAN	Avenida Miguel Hidalgo, Teziutlán, Puebla, 73800, México	19.8147346,-97.3604865	19.8147346	-97.3604865	1
2271	762	MOTOCANICOS ACAMBARO	1389, Calle Primero de Mayo, Las Arboledas, Acámbaro, Guanajuato, 38640, México	20.026337,-100.726318	20.0263370	-100.7263180	1
2272	549	VENTO PURUANDIRO	EMILIO CARRANZA	NULL	20.0931611	-101.5154730	1
2273	549	VENTO TAMPICO AEROPUERTO	Boulevard Altamira, Tampico, Tamaulipas, 89344, México	22.29894477724596, -97.8784066764019	22.2989448	-97.8784067	1
2274	549	VENTO TAMPICO CENTRO	Calle Aduana, Tampico, Tamaulipas, 89080, México	22.213671528498462, -97.85620761688136	22.2136715	-97.8562076	1
2275	549	VENTO PASEO PONIENTE	Calle José Ignacio Arciga, Villas del Pedregal, Morelia, Michoacán, 58336, México	19.687634020078985, -101.29477213287535	19.6876340	-101.2947721	1
2277	549	VENTO ALTAMIRA TAMAULIPAS	Calle Capitán Pérez, COLONIA CENTRO, Altamira, Tamaulipas, 89600, México	22.392293411380322, -97.93422725254257	22.3922934	-97.9342273	1
2278	549	231 VENTO CHILAPA	Calle 10 Norte, Chilapa de Álvarez, Guerrero, 41100, México	17.594286946957855, -99.17498850252059	17.5942869	-99.1749885	1
2281	549	261 VENTO COMPOSTELA	Ley Express Compostela, 152, Calle Ignacio Zaragoza Norte, Compostela, Nayarit, 63700, México	21.23850338323671, -104.90012811970244	21.2385034	-104.9001281	1
2282	549	206 VENTO SAN GASPAR	Calle Yahualica, Tonalá, Región Centro, Jalisco, 45407, México	20.677882921687793, -103.25547531786773	20.6778829	-103.2554753	1
2284	746	TRECK HUETAMO	Avenida Francisco I. Madero, Huetamo de Núñez, Huetamo, Michoacán, México	18.627534,-100.899780	18.6275340	-100.8997800	1
2285	585	TVS VENTA DE CARPIO	Avenida Central, Santa Cruz Venta de Carpio, Santa Maria Chiconautla, Ecatepec de Morelos, Atenco, Estado de México, 55066, México	19.619818969811128, -99.00360249333862	19.6198190	-99.0036025	1
2287	556	CKLASS TAPACHULA	Privada Décimo Séptimo Oriente, Lomas del Tacana, Tapachula, Chiapas, 30740, México	14.917104399287497, -92.25099956959289	14.9171044	-92.2509996	1
2290	721	BAJAJ SANTA ANITA	Prolongación Colón, Tlaquepaque, San Pedro Tlaquepaque, Región Centro, Jalisco, 45601, México	20.6085583,-103.4007719	20.6085583	-103.4007719	1
2291	587	BAJAJ TULTITLAN CENTRO	Avenida Prados Del Sur, Unidad Morelos 3ra Sección, San Pablo de las Salinas, Tultitlán, Estado de México, 54970, México	19.681727,-99.100269	19.6817270	-99.1002690	1
2292	998	SHARMAX MOTORS	Calle Guillermo González Camarena, Santa Fe Centro Ciudad, Ciudad de México, Álvaro Obregón, Ciudad de México, 01376, México	19.364767685089124, -99.2651525478428	19.3647677	-99.2651525	1
2293	821	TVS CHALCO	Av. Solidaridad, Culturas de Mexico, 56607 Chalco de Díaz Covarrubias, Méx.	(19.2690750, -98.9024890)	19.2690750	-98.9024890	1
2294	549	VENTO COSCOMATEPEC	Calle 9 Manuel Gutiérrez Zamora, Setse, Coscomatepec de Bravo, Coscomatepec, Veracruz, México	19.077984552376666, -97.03956381880907	19.0779846	-97.0395638	1
2296	750	BAJAJ TLAXCALA	Avenida Independencia, Tlaxcala de Xicohténcatl, Municipio de Tlaxcala, Tlaxcala, 90070, México	19.306184537762544, -98.24100429814781	19.3061845	-98.2410043	1
2297	549	VENTO PANUCO	Calle Allende, Paso Real (Buenavista), Pánuco, Veracruz, 93990, México	22.05910502198663, -98.18284647852167	22.0591050	-98.1828465	1
2298	734	CFMOTO TEPATITLAN	Lateral, Tepatitlán de Morelos, Región Altos Sur, Jalisco, 49635, México	20.819588, -102.750847	20.8195880	-102.7508470	1
2299	606	SUZUKI MOTOS MONTEVIDEO	Avenida Montevideo, Colonia San Bartolo Atepehuacan, San Bartolo Atepehuacan, Ciudad de México, Gustavo A. Madero, Ciudad de México, 07730, México	19.4929472,-99.1452658,1	19.4929472	-99.1452658	1
2300	569	BAJAJ MEXICALI-R	BBVA Bancomer, Boulevard Lázaro Cárdenas, Fraccionamiento Villas del Real, Mexicali, Municipio de Mexicali, Baja California, 21000, México	32.624105, -115.502470	32.6241050	-115.5024700	1
2301	963	HONDA MOTOS GT TLAXIACO	Carretera Federal San Juan Teposcolula - Santiago Pinotepa Nacional, Cruz Llorada, San Diego, Tlaxiaco, Oaxaca, 69800, México	17.27794514938859, -97.67210481474666	17.2779451	-97.6721048	1
2302	741	VELVER MOTOS ATLIXCO	Calzada Oaxaca, Atlixco, Puebla, 74260, México	18.899699838529173, -98.43731060346867	18.8996998	-98.4373106	1
2303	870	ITALIKA ADOLFO LOPEZ MATEOS LEON	2424C, Boulevard Adolfo López Mateos, Residencial Del Parque, León, Guanajuato, 37530, México	21.104400, -101.638905	21.1044000	-101.6389050	1
2304	878	VENTO CUAUHTEMOC	Calle 16 de Septiembre, Cuauhtémoc, Chihuahua, 31500, México	28.410392742018022, -106.8605800711642	28.4103927	-106.8605801	1
2305	999	BAJAJ PINOTEPA	Carretera Las Cruces - Pinotepa Nacional, Pinotepa Nacional, Santiago Pinotepa Nacional, Oaxaca, México	16.342159144538236, -98.0549421312227	16.3421591	-98.0549421	1
2306	734	CFMOTO TALA	3162, Avenida Santa Margarita, Santa Margarita, Zapopan, Región Centro, Jalisco, 45210, México	20.73012,-103.42294	20.7301200	-103.4229400	1
2307	1033	RACE MOTORS CORDOVA	El Gigante de los Azulejos y Mármoles, Calle 25, Barrio de San Miguel, Centro, Córdoba, Veracruz, 94500, México	18.887283945137245, -96.9263870034689	18.8872839	-96.9263870	1
2308	944	TVS JRM PIEDRAS NEGRAS	Calle Santo Tomás, Piedras Negras, Coahuila, 26085, México	28.690496677827984, -100.53964173207933	28.6904967	-100.5396417	1
2309	863	CF MOTO UNIVERSIDAD-AM	Universidad	NULL	25.6983000	-100.3590000	1
2310	554	CFLITE XALAPA	Avenida 20 de Noviembre, Colonia José Cardel, Xalapa-Enríquez, Xalapa, Veracruz, 91030, México	19.5366865,-96.9215322	19.5366865	-96.9215322	1
2311	554	CFLITE HUATUSCO	Carretera Federal Fortín - Huatusco, Setse 1, Huatusco de Chicuéllar, Huatusco, Veracruz, 94100, México	19.1496106,-96.9809378	19.1496106	-96.9809378	1
2313	1060	PPB MOTOS	Av Abraham Lincoln 5741 Valle verde 2sector Monterrey NL. Cp 64117	NULL	16.4716468	-94.0026225	1
2315	581	MAXIKASH MOTOS SEMINUEVAS VERACRUZ	Calzada Costa Verde, Galaxia, Boca del Río, Veracruz, 94294, México	19.161477034430526, -96.11694227116911	19.1614770	-96.1169423	1
2316	842	WINMEX PERIBAN	Calle Emiliano Zapata, Peribán de Ramos, Peribán, Michoacán, 60440, México	19.520556,-102.4151174	19.5205560	-102.4151174	1
2317	549	250 VENTO LA BARCA	Calle Chapultepec, La Barca, Región Ciénega, Jalisco, 47912, México	20.286296291774796, -102.54755951972972	20.2862963	-102.5475595	1
2319	580	LIFAN MOTOS PLAYA VICENTE	Carretera Federal Playa Vicente - Santiago Tuxtla, Colonia Solidaridad, Playa Vicente, Veracruz, México	17.82725974313216, -95.81583017465421	17.8272597	-95.8158302	1
2320	793	KAYO LIFAN GUERRERO	Avenida Lázaro Cárdenas, Chilpancingo de los Bravo, Guerrero, 39086, México	17.542450608034713, -99.4978703367755	17.5424506	-99.4978703	1
2321	1079	BAJAJ CD VICTORIA	Calle General Alberto Carrera Torres, Ciudad Victoria, Victoria, Tamaulipas, 87050, México	23.738645258952705, -99.15328084232843	23.7386453	-99.1532808	1
2322	549	VENTO LAS ARMAS	27, Calzada de las Armas, Ribiera de Echegaray, Naucalpan de Juárez, Tlalnepantla de Baz, Estado de México, 53340, México	19.486702924610434, -99.21752251888047	19.4867029	-99.2175225	1
2323	986	TVS GUTZA MOTORS CD DEL CARMEN	Calle 24, COL. GUANAL, Ciudad del Carmen, Carmen, Campeche, 24100, México	18.636660,-91.834343	18.6366600	-91.8343430	1
2325	730	VELOCI TONALA	Calle Leandro Valle, Tonalá, Región Centro, Jalisco, 45400, México	20.632483672700353, -103.24460796204829	20.6324837	-103.2446080	1
2326	549	269 VENTO HACIENDAS	Avenida San Lorenzo, La Cañada, Jesús María, Aguascalientes, 20920, México	21.959476287118132, -102.34473550433768	21.9594763	-102.3447355	1
2327	624	BAJAJ TULYEHUALCO DP	Privada Segunda Aquiles Serdán, Colonia San Isidro, Santiago Tulyehualco, Ciudad de México, Xochimilco, Ciudad de México, 16739, México	19.256986801895632, -99.01586749717019	19.2569868	-99.0158675	1
2328	549	264 VENTO JESUS MARIA	Avenida San Lorenzo, La Cañada, Jesús María, Aguascalientes, 20920, México	21.959212239788503, -102.34395171951235	21.9592122	-102.3439517	1
2329	572	VST CINTALAPA	Calle Segunda Poniente, Área neta urbana, La Palapa del Negro, Cintalapa, Chiapas, 30400, México	16.6991965,-93.7228711	16.6991965	-93.7228711	1
2330	572	CHP. VILLA FLORES-2	Avenida Central Poniente, Villaflores, Chiapas, 30479, México	16.2299249,-93.2761826	16.2299249	-93.2761826	1
2331	572	VST TIERRA BLANCA	Avenida Álvaro Obregón, Barrio de Torreón, Tierra Blanca, Veracruz, 95120, México	18.4510941,-96.3653879	18.4510941	-96.3653879	1
2332	586	CL RIDER	Carretera San Bernardino - Tepexpan, Fraccionamiento La Venta (La Guadalupana), Santa Maria Chiconautla, Ecatepec de Morelos, Atenco, Estado de México, 55064, México	19.617547, -98.985190	19.6175470	-98.9851900	1
2336	764	QJ-BENDA-KOVE	Avenida Solidaridad, Morelia, Michoacán, 58280, México	19.685254,-101.170492	19.6852540	-101.1704920	1
2340	549	266 VENTO VALLARTA	Cardenal, Pitillal, Puerto Vallarta, Región Costa Norte, Jalisco, 48300, México	20.644325678493804, -105.22052118650757	20.6443257	-105.2205212	1
2341	691	CFLITE BAHIA	Avenida Emilio M. González, Mezcales, Bahía de Banderas, Nayarit, 63407, México	20.733021285094647, -105.27908830535176	20.7330213	-105.2790883	1
2342	691	CFLITE ATEMAJAC	PAPELERIA ALEX, 1490.0 A, Calle Manuel de Mimbela, Simón Bolívar, Guadalajara, Región Centro, Jalisco, 44218, México	20.709036523386214, -103.35590830535246	20.7090365	-103.3559083	1
2343	691	CFLITE AVILA CAMACHO	Ciclovia Manuel Ávila Camacho, Jacarandas, Zapopan, Región Centro, Jalisco, 45160, México	20.719298930372553, -103.38636687651581	20.7192989	-103.3863669	1
2344	691	CFLITE SAN ISIDRO	22610, Boulevard Bosques de San Isidro, Industrial Zapopan Norte, Zapopan, Región Centro, Jalisco, 45187, México	20.748178243370003, -103.38528984767858	20.7481782	-103.3852898	1
2345	691	CFMOTO TESISTAN	AV. JUAN GIL PRECIADO	NULL	20.7578879	-103.4308119	1
2347	685	CF MOTO NEZAHUALCOYOTL	Calle La Rosa, Nezahualcóyotl, Estado de México, 57500, México	19.420248308328, -99.01950018577169	19.4202483	-99.0195002	1
2349	1010	ROMANELLI MOTOS	NULL	NULL	NULL	NULL	1
2353	560	ELEKTRA MOTOS NANCHITAL	AV 5 DE MAYO ESQUINA 5 DE FEBRERO, COL. CENTRO, CP 76360, NANCHITAL, VERACRUZ	NULL	18.0711668	-94.4128965	1
2354	568	VALDEZ BALUARTE 98 HERMOSILLO	Doctor Noriega, Hermosillo, Sonora, 83260, México	29.0804993,-110.9514523	29.0804993	-110.9514523	1
2356	549	VENTO SAN FRANCISCO TOTIMEHUACAN	Boulevard Valsequillo, Santa Catarina (Tercera Sección), San Francisco Totimehuacán, Municipio de Puebla, Puebla, 72595, México	18.969834,-98.187574	18.9698340	-98.1875740	1
2357	549	VENTO TEZONTEPEC	Avenida Insurgentes, Tezontepec de Aldama, Hidalgo, 42771, México	20.192923,-99.266352	20.1929230	-99.2663520	1
2358	549	VENTO ZACATLAN	Calle Agustín de Iturbide, Eloxochitlán, Zacatlán, Puebla, 73316, México	19.9384853,-97.968563	19.9384853	-97.9685630	1
2359	1070	ECOMOTOX	Avenida Jardines de Morelos, Jardines de Morelos Sección Bosques, Fraccionamiento Las Américas, Ecatepec de Morelos, Atenco, Estado de México, 55076, México	19.59647535211283, -98.99505307537456	19.5964754	-98.9950531	1
2360	551	WINMEX CHILPANCINGO	Calle Antonio I. Delgado, Chilpancingo de los Bravo, Guerrero, 39086, México	17.542440378154932, -99.49726952196806	17.5424404	-99.4972695	1
2361	804	EVOBIKE SUC EMILIANO ZAPATA	mrs tacos, Avenida Corregidora, Emiliano Zapata, Tabasco, 86990, México	17.742279581461457, -91.76678662883596	17.7422796	-91.7667866	1
2362	921	ELEKTRA MOTOS SALTILLO	Boulevard Venustiano Carranza, Jardín, Saltillo, Coahuila, 25017, México	25.45194414484546, -100.98681215767157	25.4519441	-100.9868122	1
2364	742	BEINO PEDREGAL	Avenida Pedregal, Morelia, Michoacán, 58010, México	19.704674395932436, -101.2162250611986	19.7046744	-101.2162251	1
2365	549	VENTO SAN SEBASTIAN	Calle Cuauhtémoc, Jardines de San Sebastián, San Sebastián El Grande, Tlajomulco de Zúñiga, Región Centro, Jalisco, 45845, México	20.53318745921599, -103.42412285156341	20.5331875	-103.4241229	1
2367	667	SERVI MOTOS CUAUTLA	Avenida Reforma, Cuautla, Morelos, 62740, México	18.826590677499368, -98.94590367355102	18.8265907	-98.9459037	1
2368	1068	AODES PUNTO BAHÍA	Av. Punto Bahía 120, Col. Valle Oriente, San Pedro Garza García, Nuevo León, C.P. 66269	NULL	20.7637995	-105.3331195	1
2371	919	MOTOSURESTE PLAYA DEL CARMEN	Calle 12 Norte Bis, Centro, Playa del Carmen, Quintana Roo, 77720, México	20.630840056167443, -87.07527304612539	20.6308401	-87.0752730	1
2372	919	MOTOSURESTE CANCUN	Burdeos Alta Peluqueria, Avenida Yaxchilán, Supermanzana 22, Cancún, Benito Juárez, Distrito 1, Quintana Roo, 77059, México	21.161949797806486, -86.82944987495023	21.1619498	-86.8294499	1
2373	587	BAJAJ IMPULSORA JQ	Avenida Central Carlos Hank González, Colonia Impulsora Popular Avícola, Nezahualcóyotl, Estado de México, 55140, México	19.483709, -99.049447	19.4837090	-99.0494470	1
2375	549	VENTO AMERICAN PISTON LEON	Del Moral 2, León, Guanajuato, 37125, México	21.1574772, -101.6912321	21.1574772	-101.6912321	1
2376	549	VENTO VILLAGRAN	178A, Calle Vicente Guerrero, Zona Centro, Villagrán, Guanajuato, 38260, México	20.512121,-100.996371	20.5121210	-100.9963710	1
2377	588	TRECK VIA MORELOS	Universidad San Carlos, Avenida Ejido, Colonia Fracc. Palmas de Ecatepec, Santa María Tulpetlac, Ecatepec de Morelos, Atenco, Estado de México, 55090, México	19.576749, -99.042260	19.5767490	-99.0422600	1
2378	824	WINMEX PUEBLA	Carretera San Nicolás de los Ranchos - Cholula, Xaltepec, San Buenaventura Nealtican, Nealtican, Puebla, México	19.054361, -98.421423	19.0543610	-98.4214230	1
2379	824	WINMEX CHALCO	Calle Sur 5, Valle de Chalco Solidaridad, Estado de México, 56610, México	19.284987707812174, -98.95132958576482	19.2849877	-98.9513296	1
2380	549	VENTO ARAUCARIA CELAYA	Pollos a la leña La Estrella, Calle Eje Nor-Poniente, Los Pinos Ii, Celaya, Guanajuato, 38028, México	20.545660,-100.841637	20.5456600	-100.8416370	1
2382	676	CLIKSTORE NAUCALPAN	2, Avenida Estacas, Adolfo López Mateos, San Bartolo Naucalpan Centro, San Esteban, Naucalpan de Juárez, Estado de México, 53580, México	19.4731556,-99.2357963	19.4731556	-99.2357963	1
2385	1035	TVS COPAINALA	Calle Primera Oriente Sur, Copainalá, Chiapas, México	17.091979145012385, -93.20967182883594	17.0919791	-93.2096718	1
2386	597	LOONG IZTAPALAPA	NULL	NULL	NULL	NULL	1
2388	597	LOONG ECATEPEC	NULL	NULL	NULL	NULL	1
2389	601	CF MOTO IXMIQUILPAN	Calle Juan Álvarez, Dios Padre, Ixmiquilpan, Hidalgo, 42325, México	20.475594,-99.213555	20.4755940	-99.2135550	1
2390	563	TVS MOTOS MARIA LOMBARDO	Avenida Licenciado Pedro Vásquez Colmenares, María Lombardo de Caso, San Juan Cotzocón, Oaxaca, México	17.446691877285264, -95.42692937280944	17.4466919	-95.4269294	1
2391	549	VENTO LOS REYES MICHOACAN	Calle 16 de Septiembre, Los Reyes de Salgado, Los Reyes, Michoacán, 60300, México	19.594058,-102.472797	19.5940580	-102.4727970	1
2392	549	VENTO TACAMBARO	Calle Orquídeas, Tacámbaro de Codallos, Tacámbaro, Michoacán, 61650, México	19.229253,-101.449873	19.2292530	-101.4498730	1
2393	786	CFMOTO IGUALA	Periférico Poniente, Iguala, Iguala de la Independencia, Guerrero, 40000, México	18.354321360752802, -99.52396472381899	18.3543214	-99.5239647	1
2394	657	CFMOTO SANTA ELENA	AV STA ELENA COACALCO MZ 031 #668 COL SAN MATEO IXTACALCO, CP 54850, CUAUTITLAN, MEXICO	(19.6750510, -99.1578589)	19.6750510	-99.1578589	1
2395	657	CFMOTO CUAUTITLAN	CALZ. DE GUADALUPE NUM. 440, COL. INDUSTRIAL CUAMATLA, CUAUTITLAN IZCALLI, MEX., C.P. 54730	(19.668072, -99.195637)	19.6680720	-99.1956370	1
2399	556	SAN CRISTOBAL	Calzada de las Américas, San Cristóbal, San Cristóbal de las Casas, Chiapas, 29200, México	16.72433678558466, -92.63499534484721	16.7243368	-92.6349953	1
2400	556	MANZANILLO	Viveros Pelayo, Manzanillo, Colima, 28200, México	19.106822198385025, -104.33590311753161	19.1068222	-104.3359031	1
2401	556	SILAO	Calle 5 de Mayo, Zona Centro, Loretito, Silao, Silao (Ciudad), Silao de la Victoria, Guanajuato, 36100, México	20.94338942121976, -101.42589146301782	20.9433894	-101.4258915	1
2402	556	CKLASS DURANGO	Calle Licenciado Alberto Terrones, Zona Centro, Victoria de Durango, Municipio de Durango, Durango, 34279, México	24.0270019,-104.6544106	24.0270019	-104.6544106	1
2403	556	CORDOBA	Avenida 1, Barrio de San Miguel, Centro, Córdoba, Veracruz, 94500, México	18.897220843091265, -96.93776684773377	18.8972208	-96.9377668	1
2404	556	CKLASS TEHUACAN	Ferretería El Martillo, Avenida Reforma Sur, Tehuacán, Puebla, 75700, México	18.459263972965754, -97.39452336309141	18.4592640	-97.3945234	1
2405	556	EL ROSARIO	Avenida 16 de Septiembre, Colonia Santa Inés, San Martín Xochináhuac, Ciudad de México, Azcapotzalco, Ciudad de México, 02140, México	19.49410816271141, -99.19287948862464	19.4941082	-99.1928795	1
2410	914	FAZ RINCON DE ROMOS	Calle Motolinía Poniente, Rincon de Romos Ags, Rincón de Romos, Aguascalientes, 20406, México	22.231739591108223, -102.32148600674645	22.2317396	-102.3214860	1
2411	911	MULTIMARCAS JUAN PABLO II	NULL	NULL	NULL	NULL	1
2413	549	VENTO TEPEJI DEL RIO	Calle El Edén, Tepeji de Ocampo, Tepeji del Río de Ocampo, Hidalgo, 42854, México	19.902698,-99.337944	19.9026980	-99.3379440	1
2415	987	ANC MOTOS	Calle 20, Alfredo V. Bonfil, Municipio de Campeche, Campeche, México	19.529323614129247, -90.17985371767227	19.5293236	-90.1798537	1
2417	1056	CFMOTO TACAMBARO	Libramiento de Tacámbaro, Tacámbaro de Codallos, Tacámbaro, Michoacán, 61650, México	19.229542,-101.457611	19.2295420	-101.4576110	1
2419	888	MEGAPAY COCULA	Ocampo, Cocula, Región Valles, Jalisco, 48500, México	20.366968227019203, -103.82272136262185	20.3669682	-103.8227214	1
2421	888	MEGAPAY CEDIS GDL	El Mante, Santa Ana Tepetitlán, Zapopan, Región Centro, Jalisco, 45235, México	20.61181002209343, -103.42707176261513	20.6118100	-103.4270718	1
2423	676	CLIKSTORE CHALCO	Prolongación Vicente Guerrero, Ampliación Chalco, Chalco de Díaz Covarrubias, Chalco, Estado de México, 56600, México	19.2617355,-98.8941248	19.2617355	-98.8941248	1
2425	572	MIC-LAPIEDAD	La Piedad de Cabadas, La Piedad, Michoacán, 59300, México	20.347966,-102.029938	20.3479660	-102.0299380	1
2426	595	NOVAMOTOS LERMA	AVE DE LAS PARTIDAS #602 LOCAL 6 EMILIANO ZAPATA LERMA, EDO DE MEX	19.312636.-99.542481	19.3126612	-99.5423557	1
2427	550	DINAMO MATEHUALA	Calle José María Morelos y Pavón, Matehuala, San Luis Potosí, 78798, México	23.644638061523438,-100.64266967773438	23.6446381	-100.6426697	1
2428	658	VENTO YAJALON	Calle Tercera Poniente Sur, Yajalón, Chiapas, México	17.175065933272172, -92.33566613304536	17.1750659	-92.3356661	1
2432	988	RYDER PASO DEL MACHO	Calle Sánchez Loyo, Paso del Macho, Veracruz, 94970, México	18.975334916450127, -96.72494362698384	18.9753349	-96.7249436	1
2433	820	IMTOR MOTOCICLETAS	Av. 20 de Noviembre 112, Cuautitlan Centro, 54800 ,Edo de Méx.	NULL	19.6708000	-99.1808000	1
2434	549	VENTO SATELITE	Manuel Ávila Camacho, La Florida, Naucalpan Centro, Echegaray, Naucalpan de Juárez, Estado de México, 53300, México	19.493633144943967, -99.23642610547311	19.4936331	-99.2364261	1
2435	603	HONDA MOTOS BC MEXICALI	Calz. Justo Sierra 1716, Libertad, 21030 Mexicali, B.C.	32°38'56.0"N 115°27'10.4"W	32.6488800	-115.4527900	1
2436	884	BGB MOTOS BAJIO	MEX 45, Privada Residencial De Cortazar, Cortazar, Guanajuato, 38496, México	20.51329085467124,-100.93336066029856	20.5132909	-100.9333607	1
